Response,Error,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,totalSeasons
True,,E.T. the Extra-Terrestrial,1982,PG,11 Jun 1982,115 min,"Adventure, Family, Sci-Fi",Steven Spielberg,Melissa Mathison,"Henry Thomas, Drew Barrymore, Peter Coyote",A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,English,United States,Won 4 Oscars. 52 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,7.9,"425,802",tt0083866,movie,22 Jul 2015,"$437,141,279",N/A,N/A,
True,,Gandhi,1982,PG,25 Feb 1983,191 min,"Biography, Drama, History",Richard Attenborough,John Briley,"Ben Kingsley, John Gielgud, Rohini Hattangadi",The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,"English, Hindi","United Kingdom, India, United States, South Africa",Won 8 Oscars. 35 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BYjZiYmYwYjYtOTdlZS00OGM4LTg0NmQtOTg0OGMzMjkyYWM2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,8.0,"237,270",tt0083987,movie,07 May 2013,"$52,767,889",N/A,N/A,
True,,Missing,1982,PG,12 Mar 1982,122 min,"Biography, Drama, History",Costa-Gavras,"Costa-Gavras, Donald E. Stewart, Thomas Hauser","Jack Lemmon, Sissy Spacek, Melanie Mayron","When an idealistic American writer disappears during the Chilean coup d'état in September 1973, his wife and father try to find him.","English, Spanish, French","United States, Mexico",Won 1 Oscar. 12 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMGJmOGZiN2YtYWI2MS00ZGQzLWEwMmQtZTdiYjFjOWFiZDg4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"22,475",tt0084335,movie,08 Oct 2020,"$14,000,000",N/A,N/A,
True,,Tootsie,1982,PG,17 Dec 1982,116 min,"Comedy, Drama, Romance",Sydney Pollack,"Don McGuire, Larry Gelbart, Murray Schisgal","Dustin Hoffman, Jessica Lange, Teri Garr","Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",English,United States,Won 1 Oscar. 25 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BM2Q2MDJjZWEtYTcwNC00ODkyLWJiNmEtNGNmNGM5ZTA5NmQ3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.4,"111,728",tt0084805,movie,08 Jan 2014,"$177,200,000",N/A,N/A,
True,,The Verdict,1982,R,17 Dec 1982,129 min,Drama,Sidney Lumet,"Barry Reed, David Mamet, Jay Presson Allen","Paul Newman, Charlotte Rampling, Jack Warden","An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",English,United States,Nominated for 5 Oscars. 3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNTFkYTk4MDktMjkwYS00ZmQzLTkzYzItODgyMjZhY2E2ZGI2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.7,"43,817",tt0084855,movie,28 Oct 2015,"$53,977,250",N/A,N/A,
True,,The Big Chill,1983,R,30 Sep 1983,105 min,"Comedy, Drama",Lawrence Kasdan,"Lawrence Kasdan, Barbara Benedek","Tom Berenger, Glenn Close, Jeff Goldblum",A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,English,United States,Nominated for 3 Oscars. 3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BYTJmYThmODAtOWU4Ni00YmVlLTk2OTEtM2Y2MWY0ZmM1Njk2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.1,"39,931",tt0085244,movie,16 Apr 2012,"$56,399,659",N/A,N/A,
True,,The Dresser,1983,PG,06 Dec 1983,118 min,Drama,Peter Yates,Ronald Harwood,"Albert Finney, Tom Courtenay, Edward Fox",Personal assistant Norman struggles to get deteriorating veteran actor Sir through a difficult performance of King Lear.,English,United Kingdom,Nominated for 5 Oscars. 5 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNGUxNDAwZmEtODg4Ni00NjJmLWExZDktMTg1NTQzZGY0MjQ5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.5,"5,528",tt0085461,movie,25 May 2010,"$5,310,748",N/A,N/A,
True,,The Right Stuff,1983,PG,17 Feb 1984,193 min,"Adventure, Biography, Drama",Philip Kaufman,"Philip Kaufman, Tom Wolfe","Sam Shepard, Scott Glenn, Ed Harris","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers pr...","English, Russian, Spanish",United States,Won 4 Oscars. 11 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '91/100'}]",91,7.8,"63,904",tt0086197,movie,15 Aug 2008,"$21,192,102",N/A,N/A,
True,,Tender Mercies,1983,PG,04 Mar 1983,92 min,"Drama, Music",Bruce Beresford,Horton Foote,"Robert Duvall, Tess Harper, Betty Buckley","A broken-down, middle-aged country singer gets a new wife, reaches out to his long-lost daughter, and tries to put his troubled life back together.",English,United States,Won 2 Oscars. 10 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNzY5YTEzZTItOTY3OC00YWY0LWFhNDctZWY3YjZlZTM2OGQwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"11,521",tt0086423,movie,02 Jun 2009,"$8,443,124",N/A,N/A,
True,,Terms of Endearment,1983,PG,09 Dec 1983,132 min,"Comedy, Drama",James L. Brooks,"Larry McMurtry, James L. Brooks","Shirley MacLaine, Debra Winger, Jack Nicholson",Follows hard-to-please Aurora looking for love and her daughter's family problems.,English,United States,Won 5 Oscars. 32 wins & 18 nominations total,https://m.media-amazon.com/images/M/MV5BMTk0ODM4NDk0MF5BMl5BanBnXkFtZTgwMTEzMDUxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.4,"63,566",tt0086425,movie,01 Jan 2011,"$108,423,489",N/A,N/A,
True,,Amadeus,1984,PG,19 Sep 1984,160 min,"Biography, Drama, Music",Milos Forman,"Peter Shaffer, Zdenek Mahler","F. Murray Abraham, Tom Hulce, Elizabeth Berridge","The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him.","English, Italian, Latin, German, French","United States, France",Won 8 Oscars. 43 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,8.4,"414,434",tt0086879,movie,18 May 2016,"$51,973,029",N/A,N/A,
True,,The Killing Fields,1984,R,01 Feb 1985,141 min,"Biography, Drama, History",Roland Joffé,Bruce Robinson,"Sam Waterston, Haing S. Ngor, John Malkovich","A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.","English, French, Central Khmer, Russian",United Kingdom,Won 3 Oscars. 28 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BZTMxYjBjOTktYWY5OC00NmYwLWE2NTctYzlkMTFkODYxMzRkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.8,"57,764",tt0087553,movie,01 Jan 2008,"$34,700,291",N/A,N/A,
True,,A Passage to India,1984,PG,01 Feb 1985,164 min,"Adventure, Drama, History",David Lean,"E.M. Forster, Santha Rama Rau, David Lean","Judy Davis, Victor Banerjee, Peggy Ashcroft","Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.","English, Hindi","United Kingdom, United States",Won 2 Oscars. 22 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BNzc0M2EwNWMtZDc1Zi00OGE2LThmMDItNTY5MDQ5ZDQ3ZTBmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.3,"19,790",tt0087892,movie,01 Jul 2012,"$27,187,653",N/A,N/A,
True,,Places in the Heart,1984,PG,05 Oct 1984,111 min,Drama,Robert Benton,Robert Benton,"Sally Field, Lindsay Crouse, Ed Harris","In central Texas in the 1930s, a widow with two small children tries to save her small 40-acre farm with the help of a blind boarder and an itinerant black handyman.",English,United States,Won 2 Oscars. 13 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BNGQwODc1NTctYTAzMS00M2YyLTgwNzMtNGY1MDE4MjE4YzY5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",70,7.4,"12,817",tt0087921,movie,23 May 2014,"$34,901,614",N/A,N/A,
True,,A Soldier's Story,1984,PG,02 Nov 1984,101 min,"Crime, Drama, Mystery",Norman Jewison,Charles Fuller,"Howard E. Rollins Jr., Adolph Caesar, Art Evans",An African-American officer investigates a murder in a racially charged situation in World War II.,English,United States,Nominated for 3 Oscars. 6 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BOTc2NDYwZmQtNzg3Mi00ZWQwLThiYjItNzlkZTFlZTlmMjFmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.2,"10,945",tt0088146,movie,16 Apr 2012,"$21,821,347",N/A,N/A,
True,,The Color Purple,1985,PG-13,07 Feb 1986,154 min,Drama,Steven Spielberg,"Menno Meyjes, Alice Walker","Danny Glover, Whoopi Goldberg, Oprah Winfrey",A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,English,United States,Nominated for 11 Oscars. 14 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BZDRkOWQ5NGUtYTVmOS00ZjNhLWEwODgtOGI2MmUxNTBkMjU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.7,"91,643",tt0088939,movie,23 May 2016,"$98,467,863",N/A,N/A,
True,,Kiss of the Spider Woman,1985,R,26 Jul 1985,120 min,Drama,Hector Babenco,"Manuel Puig, Leonard Schrader","William Hurt, Raul Julia, Sonia Braga",A gay man and a political prisoner are together in a prison. The gay man narrates the stories of two fake movies and his own life.,"English, French, Portuguese, German","Brazil, United States",Won 1 Oscar. 14 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BMTUzOTg0MDEwOV5BMl5BanBnXkFtZTcwNTg1OTM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.3,"16,889",tt0089424,movie,30 Dec 2016,"$17,005,229",N/A,N/A,
True,,Out of Africa,1985,PG,20 Dec 1985,161 min,"Biography, Drama, Romance",Sydney Pollack,"Karen Blixen, Judith Thurman, Errol Trzebinski","Meryl Streep, Robert Redford, Klaus Maria Brandauer","In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.","English, Swahili, Arabic","United States, United Kingdom",Won 7 Oscars. 30 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTc5Y2NiZWQtZGY4YS00NDI4LThhM2ItMDdhYzFlNzY1NmM0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.1,"84,022",tt0089755,movie,19 Apr 2016,"$87,071,205",N/A,N/A,
True,,Prizzi's Honor,1985,R,14 Jun 1985,130 min,"Comedy, Crime, Drama",John Huston,"Richard Condon, Janet Roach","Jack Nicholson, Kathleen Turner, Robert Loggia",Two professional assassins fall in love.,"English, Italian",United States,Won 1 Oscar. 27 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BZmVmOGIzNDUtODYwZi00NWI2LTlhOGQtNmU1ZjU2OGFiOTRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.7,"25,696",tt0089841,movie,N/A,"$26,657,534",N/A,N/A,
True,,Witness,1985,R,08 Feb 1985,112 min,"Drama, Romance, Thriller",Peter Weir,"William Kelley, Pamela Wallace, Earl W. Wallace","Harrison Ford, Kelly McGillis, Lukas Haas","When a young Amish boy is sole witness to a murder while visiting Philadelphia with his mother, police detective John Book tries to protect the boy until an attempt on Book's life forces him into hiding in Amish country.","English, German",United States,Won 2 Oscars. 13 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BZWQzYmM5OGYtMDJlOC00M2RlLThhYzgtNjZiOWYxNjlhMDJmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.4,"101,245",tt0090329,movie,06 Jun 2014,"$68,706,993",N/A,N/A,
True,,Children of a Lesser God,1986,R,31 Oct 1986,119 min,"Drama, Romance",Randa Haines,"Mark Medoff, Hesper Anderson, James Carrington","William Hurt, Marlee Matlin, Piper Laurie","A new speech teacher at a school for the deaf falls in love with the janitor, a deaf woman speechless by choice.","English, American Sign ",United States,Won 1 Oscar. 6 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BZTQ2MzY5NGMtMWU0Ny00ZDQ5LTgwOTUtYTUwYjVhNWFhMzc3XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,7.2,"18,000",tt0090830,movie,01 Jan 2011,"$31,853,080",N/A,N/A,
True,,Hannah and Her Sisters,1986,PG-13,14 Mar 1986,107 min,"Comedy, Drama",Woody Allen,Woody Allen,"Mia Farrow, Dianne Wiest, Michael Caine","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",English,United States,Won 3 Oscars. 27 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.8,"74,071",tt0091167,movie,20 Sep 2015,"$40,084,041",N/A,N/A,
True,,The Mission,1986,PG,31 Oct 1986,125 min,"Adventure, Drama, History",Roland Joffé,Robert Bolt,"Robert De Niro, Jeremy Irons, Ray McAnally",Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,"English, Guarani, Spanish, Latin","United Kingdom, France",Won 1 Oscar. 15 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BYzIzZDg0ZGMtNjBlMC00N2EzLWI3NDAtZGI4OTkwYjBhNjYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.4,"63,960",tt0091530,movie,07 Nov 2008,"$17,218,023",N/A,N/A,
True,,Platoon,1986,R,06 Feb 1987,120 min,"Drama, War",Oliver Stone,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","English, Vietnamese","United States, United Kingdom",Won 4 Oscars. 24 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",92,8.1,"428,012",tt0091763,movie,02 Sep 2015,"$138,530,565",N/A,N/A,
True,,Broadcast News,1987,R,25 Dec 1987,133 min,"Comedy, Drama, Romance",James L. Brooks,James L. Brooks,"William Hurt, Albert Brooks, Holly Hunter","Take two rival television reporters: one handsome, one talented, both male. Add one producer, female. Mix well, and watch the sparks fly.","English, Spanish, French, German",United States,Nominated for 7 Oscars. 14 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BN2E1ZmU5NDQtNjdlZC00Y2VhLTk2MWMtMmU0M2YyY2E3MTkyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.2,"32,991",tt0092699,movie,01 Mar 2013,"$51,249,404",N/A,N/A,
True,,Fatal Attraction,1987,R,18 Sep 1987,119 min,"Drama, Thriller",Adrian Lyne,James Dearden,"Michael Douglas, Glenn Close, Anne Archer",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,English,United States,Nominated for 6 Oscars. 9 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BYjBjNzNiNWYtYWU0NC00OTdjLTk3NmYtM2NjZjc2ZGIwOTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,6.9,"93,065",tt0093010,movie,06 Feb 2010,"$156,645,693",N/A,N/A,
True,,Hope and Glory,1987,PG-13,19 Feb 1988,113 min,"Comedy, Drama, Romance",John Boorman,John Boorman,"Sarah Miles, David Hayman, Sebastian Rice-Edwards","Bill, a young boy living on the outskirts of London experiences the exhilaration of World War II. During this period, Bill learns about sex, death, love, hypocrisy, and the faults of adults as he prowls the ruins of bombed houses.",English,"United Kingdom, United States",Nominated for 5 Oscars. 16 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMTMxMTRiNWMtNmVmNS00YWIxLTg2NmItYWI3YWYzM2JhZTUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.3,"14,085",tt0093209,movie,02 Aug 2018,"$10,021,120",N/A,N/A,
True,,The Last Emperor,1987,PG-13,15 Apr 1988,163 min,"Biography, Drama, History",Bernardo Bertolucci,"Enzo Ungari, Mark Peploe, Bernardo Bertolucci","John Lone, Joan Chen, Peter O'Toole","Bernardo Bertolucci's Oscar-winning dramatisation of the life story of China's last emperor, Pu Yi.","English, Mandarin, Japanese","China, Italy, United Kingdom, France",Won 9 Oscars. 58 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BYWZhOThiYTktMTIxNi00OGRlLWI4MTAtNDhjOGEwNjcxMTg3XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.7,"108,336",tt0093389,movie,15 Nov 2016,"$43,984,230",N/A,N/A,
True,,Moonstruck,1987,PG,15 Jan 1988,102 min,"Comedy, Drama, Romance",Norman Jewison,John Patrick Shanley,"Cher, Nicolas Cage, Olympia Dukakis","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.","English, Italian, Latin",United States,Won 3 Oscars. 18 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BOTc3ZDQ1NGMtZTI3Yi00NDYxLWIxMmQtZDg3OGI4ZDdiZWMxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.1,"64,275",tt0093565,movie,01 Nov 2016,"$80,640,528",N/A,N/A,
True,,The Accidental Tourist,1988,PG,06 Jan 1989,121 min,"Drama, Romance",Lawrence Kasdan,"Anne Tyler, Frank Galati, Lawrence Kasdan","William Hurt, Kathleen Turner, Geena Davis",An emotionally distant writer of travel guides must carry on with his life after his son is killed and his marriage crumbles.,English,United States,Won 1 Oscar. 4 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BN2FhYTYzODYtNWY0OC00N2E3LWI2Y2EtMjAwNDc1YzYzYjBlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"16,928",tt0094606,movie,28 Jul 2008,"$32,632,093",N/A,N/A,
True,,Dangerous Liaisons,1988,R,24 Feb 1989,119 min,"Drama, Romance",Stephen Frears,"Christopher Hampton, Choderlos de Laclos","Glenn Close, John Malkovich, Michelle Pfeiffer",A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,English,"United States, United Kingdom",Won 3 Oscars. 21 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMzA4MTNjYmQtNTc3Mi00MGNkLWE4M2MtMTgyZjg2ZmY5MGRlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.6,"73,328",tt0094947,movie,01 May 2008,"$34,670,720",N/A,N/A,
True,,Mississippi Burning,1988,R,27 Jan 1989,128 min,"Crime, Drama, Mystery",Alan Parker,Chris Gerolmo,"Gene Hackman, Willem Dafoe, Frances McDormand",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,English,United States,Won 1 Oscar. 17 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BNzMxZTI2NzEtMGE0OC00MTQ3LTk0YjUtODZlMzY4N2U3ZDQwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.8,"105,962",tt0095647,movie,16 Sep 2008,"$34,603,943",N/A,N/A,
True,,Rain Man,1988,R,16 Dec 1988,133 min,Drama,Barry Levinson,"Barry Morrow, Ron Bass","Dustin Hoffman, Tom Cruise, Valeria Golino","After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheri...","English, Italian",United States,Won 4 Oscars. 27 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMzVjNzI4NzYtMjE4NS00M2IzLWFkOWMtOTYwMWUzN2ZlNGVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.0,"533,182",tt0095953,movie,02 Sep 2015,"$172,825,435",N/A,N/A,
